url,clicks
https://en.wikipedia.org/wiki/Prab%C3%A9,11
"https://en.wikipedia.org/wiki/Lagunillas,_Santa_Cruz",8
https://en.wikipedia.org/wiki/CamGSM,8
"https://en.wikipedia.org/wiki/Montserratian_general_election,_2009",19
https://en.wikipedia.org/wiki/HMS_Tantivy_(P319),16
https://en.wikipedia.org/wiki/Ray_Fenwick,17
https://en.wikipedia.org/wiki/List_of_The_Joseph_Smith_Papers_episodes,13
https://en.wikipedia.org/wiki/Joseph_C._Wright,18
https://en.wikipedia.org/wiki/Olive-backed_forest_robin,9
"https://en.wikipedia.org/wiki/Margaret_Clifford,_Countess_of_Derby",19
https://en.wikipedia.org/wiki/Patti_Smith,14
https://en.wikipedia.org/wiki/NLB_Group,-1
https://en.wikipedia.org/wiki/Yazar,-1
https://en.wikipedia.org/wiki/SLC4A5,-1
https://en.wikipedia.org/wiki/Real_Uni%C3%B3n,-1
https://en.wikipedia.org/wiki/Anna_Kostka,-1
https://en.wikipedia.org/wiki/Stirlingshire_(UK_Parliament_constituency),-1
https://en.wikipedia.org/wiki/Celestial_(comics),-1
https://en.wikipedia.org/wiki/KKIC-LP,-1
https://en.wikipedia.org/wiki/Dipropylene_glycol,-1
https://en.wikipedia.org/wiki/Bells_Are_Ringing_(musical),-1
https://en.wikipedia.org/wiki/Tununak_Airport,-1
https://en.wikipedia.org/wiki/Hilda_Moore,-1
https://en.wikipedia.org/wiki/2011%E2%80%9312_Divisi%C3%B3n_de_Honor_Juvenil_de_F%C3%BAtbol,-1
https://en.wikipedia.org/wiki/Maselli,-1
https://en.wikipedia.org/wiki/Fernand_Grenier,-1
https://en.wikipedia.org/wiki/Vallenar_Airport,-1
https://en.wikipedia.org/wiki/1952_in_British_television,-1
https://en.wikipedia.org/wiki/Victims_of_Child_Abuse_Act_Reauthorization_Act_of_2013,-1
https://en.wikipedia.org/wiki/Dave_Palmer_(American_keyboardist),-1
https://en.wikipedia.org/wiki/2014_Super_Formula_Championship,-1
https://en.wikipedia.org/wiki/Silver_Valley_Unified_School_District,-1
https://en.wikipedia.org/wiki/York_and_Sawyer,-1
https://en.wikipedia.org/wiki/Edward_Warren_(politician),-1
https://en.wikipedia.org/wiki/1950_in_Ireland,-1
https://en.wikipedia.org/wiki/Marmaduke_Wyvill_(1791%E2%80%931872),-1
https://en.wikipedia.org/wiki/Greensleeves_Rhythm_Album_85:_Inspector,-1
https://en.wikipedia.org/wiki/Lists_of_companies_listed_on_the_Toronto_Stock_Exchange,-1
https://en.wikipedia.org/wiki/Karen-Lisbeth_Rasmussen,-1
https://en.wikipedia.org/wiki/List_of_years_in_Russia,-1
https://en.wikipedia.org/wiki/Kennelly,-1
https://en.wikipedia.org/wiki/Transferrin_receptor_1,-1
https://en.wikipedia.org/wiki/Cancelbot,-1
https://en.wikipedia.org/wiki/Roy_Morell,-1
https://en.wikipedia.org/wiki/Station_931_(Seoul_Subway_Line_9),-1
https://en.wikipedia.org/wiki/Thomastown_(Parliament_of_Ireland_constituency),-1
https://en.wikipedia.org/wiki/Neurophysiotherapy,-1
https://en.wikipedia.org/wiki/Mayur_Linux,-1
https://en.wikipedia.org/wiki/1698_in_Ireland,-1
https://en.wikipedia.org/wiki/Edith_Gonz%C3%A1lez,-1
